#rho      theta    alpha    beta     theta    phi      shift    

+21,002  ,+3,126   ,+0,016   ,-1,047   ,+1,57080 ,+1,04720 ,+4,000   
+21,041  ,+3,079   ,+0,066   ,-1,045   ,+1,57080 ,+1,04720 ,+5,000   
+21,128  ,+3,032   ,+0,115   ,-1,041   ,+1,57080 ,+1,04720 ,+6,000   
+21,261  ,+2,985   ,+0,164   ,-1,034   ,+1,57080 ,+1,04720 ,+7,000   
+21,440  ,+2,939   ,+0,211   ,-1,026   ,+1,57080 ,+1,04720 ,+8,000   
+21,664  ,+2,893   ,+0,257   ,-1,015   ,+1,57080 ,+1,04720 ,+9,000   
+21,931  ,+2,849   ,+0,302   ,-1,003   ,+1,57080 ,+1,04720 ,+10,000  
+22,239  ,+2,806   ,+0,345   ,-0,989   ,+1,57080 ,+1,04720 ,+11,000  
+22,588  ,+2,764   ,+0,386   ,-0,974   ,+1,57080 ,+1,04720 ,+12,000  
+22,975  ,+2,724   ,+0,425   ,-0,957   ,+1,57080 ,+1,04720 ,+13,000  
+23,399  ,+2,685   ,+0,462   ,-0,940   ,+1,57080 ,+1,04720 ,+14,000  
+23,857  ,+2,647   ,+0,497   ,-0,922   ,+1,57080 ,+1,04720 ,+15,000  
